,generations,pdead,pneutral,punhappy,phappy
0,95.0,0.5999626509866052,0.14481677951764232,0.1344216061308949,0.12079896336485761
1,115.0,0.5575800698700499,0.1120951734067358,0.17955840748511037,0.1507663492381039
2,50005.0,0.3138578942434075,0.1742923829912741,0.2569875609044718,0.25486216186084665
3,130.0,0.5554907268546069,0.13417928258789852,0.13266345514611688,0.17766653541137772
4,135.0,0.5641913631446,0.11240966922021903,0.18401687292978083,0.13938209470540014
5,50005.0,0.36105408486713086,0.16941952822308737,0.22162064201746232,0.24790574489231948
6,50005.0,0.32760872796662266,0.21346509029090305,0.22711923169628048,0.23180695004619375
7,50005.0,0.31783647357353706,0.2805163855360868,0.28391843287158347,0.11772870801879268
8,1400.0,0.4051933038277702,0.1219693285876929,0.2813700560686683,0.1914673115158687
9,185.0,0.4805908547769845,0.1401457932122085,0.2520863780124813,0.12717697399832573
10,50005.0,0.3549492157313868,0.1505344994861003,0.25323048232287826,0.24128580245963457
11,50005.0,0.2989049218071598,0.23988058790126401,0.16545950738041923,0.29575498291115704
12,140.0,0.4924857911587326,0.23021128736004895,0.15640286183092414,0.12090005965029434
13,540.0,0.39144251003828934,0.251704080126222,0.21958873619076752,0.13726467364472114
14,50005.0,0.3209809009587945,0.13639969573213812,0.2588989476334691,0.2837204556755983
15,120.0,0.5790745922979355,0.18621179861405157,0.10012301685244528,0.13459059223556769
16,50005.0,0.15224290502714144,0.2746126678469175,0.29350841582397147,0.27963601130196963
17,230.0,0.44344385942387865,0.1968354758855782,0.18086100121836524,0.1788596634721779
18,1790.0,0.35856683198123496,0.2470716209230568,0.2340315048033974,0.1603300422923108
19,150.0,0.5466046596930525,0.1269008366946635,0.20935867960620266,0.11713582400608134
20,195.0,0.5156689260298675,0.12904334038898352,0.217852028885966,0.137435704695183
21,150.0,0.5111864988863857,0.19922187223470056,0.12422020654413408,0.16537142233477964
22,18445.0,0.3877959470922042,0.11703369793035315,0.19589483511670186,0.29927551986074075
23,115.0,0.5700484449978724,0.18907872433229278,0.10008126385165383,0.14079156681818097
24,130.0,0.5523473552556042,0.15340893395574956,0.1557608994540567,0.1384828113345896
25,50005.0,0.30291858886742407,0.14304053957302806,0.2618007725314032,0.29224009902814463
26,250.0,0.47082286590255795,0.11036630266440861,0.1305745655534662,0.2882362658795672
27,175.0,0.4548631590847869,0.2163085969211651,0.19144204953886573,0.13738619445518227
28,50005.0,0.2615665795455999,0.22969291012032936,0.22848287134644688,0.2802576389876239
29,50005.0,0.2507595605214439,0.2781716762363251,0.22236831692604875,0.24870044631618224
30,295.0,0.39854207927403995,0.26802188697712703,0.10050844739714465,0.23292758635168834
31,130.0,0.5788676270498072,0.13568081030526674,0.14063395028282033,0.1448176123621057
32,50005.0,0.35792502452468966,0.12594581509668323,0.2799081706877804,0.23622098969084673
33,130.0,0.5316461506198207,0.18130672512375906,0.167276689700731,0.11977043455568928
34,1180.0,0.3998448661416436,0.1630162005094721,0.2252018371572489,0.21193709619163542
35,50005.0,0.31202872897283096,0.1994115237790734,0.2593218748032776,0.22923787244481797
36,150.0,0.5075537367318828,0.19440932139455197,0.14541758097017637,0.15261936090338887
37,400.0,0.3830868457745056,0.2595785594277287,0.1583018028983168,0.19903279189944897
38,240.0,0.44373165894831934,0.23317803188820338,0.12293278356750954,0.20015752559596767
39,170.0,0.5108392850313248,0.16721354224953494,0.12648594861868284,0.19546122410045746
40,50005.0,0.2562693713800118,0.2659772369874531,0.29916369398275766,0.17858969764977742
41,185.0,0.46769485320350046,0.203244752994229,0.22290399776232903,0.1061563960399415
42,325.0,0.4275659524709854,0.2222781389785462,0.17654795667216608,0.17360795187830239
43,50005.0,0.2656938850493591,0.21455263556319756,0.2795049149833039,0.24024856440413941
44,50005.0,0.2605024324918015,0.24271140088115867,0.23529596016113874,0.26149020646590104
45,50005.0,0.23801733315793794,0.25840506013825704,0.2995259816324337,0.20405162507137128
46,450.0,0.39784053893922244,0.22822480004500573,0.1217186224059192,0.25221603860985264
47,180.0,0.4979495215712053,0.15931839614786938,0.10590956045605025,0.23682252182487507
48,210.0,0.45271261731241885,0.21364665777604197,0.2102218881138795,0.12341883679765964
49,395.0,0.4395849094359391,0.17633455464133724,0.21583737464346786,0.16824316127925584
50,50005.0,0.2209323546272014,0.2993274566586446,0.19431718088812044,0.2854230078260336
51,50005.0,0.34977796745620937,0.22389841256382947,0.21611150447780425,0.2102121155021569
52,50005.0,0.28706183443845423,0.29394631281858163,0.25557847092402164,0.16341338181894247
53,320.0,0.4014751597063687,0.2520679707913166,0.24139325335768466,0.10506361614463003
54,50005.0,0.2859387162186642,0.2322017703374327,0.24545404317044886,0.2364054702734543
55,50005.0,0.27609870501955336,0.2635797274688899,0.23699708148191803,0.22332448602963867
56,230.0,0.4755757933687441,0.16954805975041692,0.17411040418158177,0.1807657426992571
57,50005.0,0.3042012320865556,0.11078972935540031,0.29944700275208314,0.28556203580596096
58,160.0,0.4726311610572268,0.2512166877240184,0.10479259972218367,0.1713595514965711
59,805.0,0.3654448947524688,0.26456946244530044,0.14616417763195955,0.22382146517027124
60,50005.0,0.21688405563563362,0.23482398487661313,0.27090920837174487,0.2773827511160084
61,455.0,0.4254041206626624,0.15121776877728327,0.17261185761479445,0.2507662529452599
62,155.0,0.5016305096448384,0.16303161467468028,0.14738670968833198,0.1879511659921494
63,230.0,0.42503408971359236,0.20945381865283919,0.10435056453458734,0.2611615270989811
64,195.0,0.5421598642843066,0.10218894713684484,0.11940215751710333,0.23624903106174522
65,1920.0,0.38868814007078833,0.1560025545642404,0.2880892449376433,0.16722006042732798
66,50005.0,0.2753043454761209,0.29602871799955377,0.1690993582189184,0.2595675783054069
67,495.0,0.4422979370303953,0.10436782204777428,0.23169609172290972,0.22163814919892064
68,1400.0,0.344500121571665,0.26820150622304584,0.2735776395275811,0.11372073267770816
69,315.0,0.435659446776272,0.17806464415387283,0.19619842435942902,0.19007748471042618
70,50005.0,0.3784926765240052,0.11992864218113022,0.20296260291127338,0.29861607838359117
71,50005.0,0.22604997290307582,0.260017115150331,0.25485581173074023,0.25907710021585295
72,50005.0,0.36852458010254285,0.10673034459654394,0.22835918755862045,0.29638588774229274
73,130.0,0.5324961482860647,0.1013899759829559,0.2453180211400804,0.12079585459089898
74,565.0,0.3728268853336363,0.24348905293711573,0.13315384964876198,0.25053021208048604
75,7135.0,0.3452822984820174,0.240617318092754,0.2634903001320283,0.1506100832932002
76,175.0,0.5017875167323731,0.16283937464430184,0.1470878767325015,0.18828523189082363
77,3115.0,0.34659007377076145,0.24933976169267308,0.14513461565697663,0.25893554887958886
78,50005.0,0.21791219853821464,0.24771530339217188,0.26093240549454044,0.27344009257507307
79,150.0,0.49263407272688886,0.21011220978746478,0.12677019533867345,0.1704835221469729
80,820.0,0.4187460375245309,0.12554915397447047,0.17318897458873297,0.28251583391226565
81,50005.0,0.317817754168195,0.2956180764353119,0.23900391759550302,0.14756025180099008
82,50005.0,0.2626062476122064,0.2868063274287489,0.2663654093663654,0.1842220155926793
83,125.0,0.568837106045093,0.11091686687287977,0.21046104733580656,0.10978497974622073
84,280.0,0.3924748332291774,0.2943427578301805,0.14681867158435924,0.1663637373562828
85,575.0,0.38761169436268705,0.24789338098838729,0.22010072537782296,0.14439419927110272
86,720.0,0.38354482957558933,0.22543972357035555,0.16472593867321092,0.22628950818084423
87,2915.0,0.34070381959695717,0.2567536166455093,0.2781025935178968,0.12443997023963685
88,165.0,0.49731351052422434,0.14900866771677493,0.18331753565968686,0.17036028609931392
89,50005.0,0.23424949612312274,0.25667565770723266,0.25922996680287,0.24984487936677463
90,255.0,0.46933498470748625,0.16274163918856446,0.24319475133735605,0.12472862476659326
91,205.0,0.4823705408573724,0.1122414251955465,0.28212187523404264,0.12326615871303843
92,755.0,0.39755651365857303,0.1884600226888391,0.15919315453644795,0.25479030911614
93,50005.0,0.32577740236108566,0.2028866438780855,0.25965004043782675,0.2116859133230021
94,150.0,0.5506530317937068,0.1039497170157864,0.2144139609596953,0.13098329023081148
95,50005.0,0.285938639571673,0.27029842749306965,0.14551766178616393,0.2982452711490935
96,50005.0,0.3307392162932855,0.19419362373700474,0.21081119194330664,0.2642559680264031
97,265.0,0.4370689986842117,0.24459493626221898,0.13534251521536061,0.1829935498382087
98,50005.0,0.27562121497600145,0.2794692364383331,0.23581042310654468,0.20909912547912077
